:START_ID,:END_ID,:TYPE
EVT-000429,IT-WS-18,TARGETS
EVT-000430,IT-WS-26,TARGETS
EVT-000431,OT-PLC-08,TARGETS
EVT-000432,IT-SRV-13,TARGETS
EVT-000433,IT-WS-17,TARGETS
EVT-000434,IT-WS-06,TARGETS
EVT-000435,OT-PLC-02,TARGETS
EVT-000436,OT-PLC-02,TARGETS
EVT-000437,OT-HMI-07,TARGETS
EVT-000438,IT-SRV-03,TARGETS
EVT-000439,IT-SRV-05,TARGETS
EVT-000440,OT-HMI-02,TARGETS
EVT-000441,IT-WS-16,TARGETS
EVT-000442,IT-SRV-04,TARGETS
EVT-000443,OT-PLC-01,TARGETS
EVT-000444,IT-SRV-08,TARGETS
EVT-000445,IT-WS-08,TARGETS
EVT-000446,OT-HMI-09,TARGETS
EVT-000447,IT-WS-21,TARGETS
EVT-000448,IT-SRV-02,TARGETS
EVT-000449,IT-WS-10,TARGETS
EVT-000450,IT-WS-12,TARGETS
EVT-000451,IT-SRV-06,TARGETS
EVT-000452,IT-WS-18,TARGETS
EVT-000453,IT-WS-24,TARGETS
EVT-000454,IT-WS-27,TARGETS
EVT-000455,OT-PLC-01,TARGETS
EVT-000456,IT-WS-16,TARGETS
EVT-000457,IT-SRV-08,TARGETS
EVT-000458,IT-WS-14,TARGETS
EVT-000459,IT-WS-07,TARGETS
EVT-000460,IT-WS-21,TARGETS
EVT-000461,IT-WS-23,TARGETS
EVT-000462,IT-WS-11,TARGETS
EVT-000463,OT-HMI-02,TARGETS
EVT-000464,IT-WS-04,TARGETS
EVT-000465,IT-SRV-01,TARGETS
EVT-000466,IT-WS-05,TARGETS
EVT-000467,IT-SRV-03,TARGETS
EVT-000468,IT-SRV-08,TARGETS
EVT-000469,IT-WS-01,TARGETS
EVT-000470,IT-WS-07,TARGETS
EVT-000471,IT-SRV-06,TARGETS
EVT-000472,OT-PLC-08,TARGETS
EVT-000473,IT-WS-12,TARGETS
EVT-000474,OT-PLC-07,TARGETS
EVT-000475,IT-SRV-12,TARGETS
EVT-000476,OT-PLC-10,TARGETS
EVT-000477,IT-WS-04,TARGETS
EVT-000478,IT-SRV-04,TARGETS
EVT-000479,IT-WS-15,TARGETS
EVT-000480,OT-HMI-02,TARGETS
EVT-000481,OT-PLC-07,TARGETS
EVT-000482,OT-PLC-03,TARGETS
EVT-000483,IT-SRV-11,TARGETS
EVT-000484,IT-SRV-12,TARGETS
EVT-000485,IT-WS-09,TARGETS
EVT-000486,IT-WS-30,TARGETS
EVT-000487,IT-WS-24,TARGETS
EVT-000488,IT-SRV-08,TARGETS
EVT-000489,IT-WS-08,TARGETS
EVT-000490,IT-WS-18,TARGETS
EVT-000491,IT-SRV-01,TARGETS
EVT-000492,IT-WS-27,TARGETS
EVT-000493,OT-HMI-08,TARGETS
EVT-000494,IT-SRV-06,TARGETS
EVT-000495,OT-HMI-01,TARGETS
EVT-000496,IT-WS-18,TARGETS
EVT-000497,IT-WS-29,TARGETS
EVT-000498,IT-WS-24,TARGETS
EVT-000499,IT-WS-19,TARGETS
EVT-000500,IT-SRV-03,TARGETS
EVT-000501,IT-WS-27,TARGETS
EVT-000502,IT-WS-15,TARGETS
EVT-000503,IT-WS-24,TARGETS
EVT-000504,IT-SRV-06,TARGETS
EVT-000505,IT-WS-29,TARGETS
EVT-000506,OT-PLC-04,TARGETS
EVT-000507,IT-WS-11,TARGETS
EVT-000508,IT-SRV-11,TARGETS
EVT-000509,OT-PLC-04,TARGETS
EVT-000510,IT-WS-27,TARGETS
EVT-000511,IT-WS-11,TARGETS
EVT-000512,IT-WS-09,TARGETS
EVT-000513,IT-WS-26,TARGETS
EVT-000514,OT-HMI-01,TARGETS
EVT-000515,OT-HMI-05,TARGETS
EVT-000516,IT-SRV-09,TARGETS
EVT-000517,IT-WS-06,TARGETS
EVT-000518,IT-WS-23,TARGETS
EVT-000519,IT-WS-19,TARGETS
EVT-000520,IT-WS-08,TARGETS
EVT-000521,IT-WS-11,TARGETS
EVT-000522,IT-SRV-06,TARGETS
EVT-000523,OT-PLC-08,TARGETS
EVT-000524,IT-WS-30,TARGETS
EVT-000525,IT-WS-13,TARGETS
EVT-000526,IT-SRV-10,TARGETS
EVT-000527,IT-WS-19,TARGETS
EVT-000528,OT-HMI-08,TARGETS
EVT-000529,IT-SRV-13,TARGETS
EVT-000530,OT-PLC-04,TARGETS
EVT-000531,IT-WS-28,TARGETS
EVT-000532,IT-WS-07,TARGETS
EVT-000533,IT-SRV-12,TARGETS
EVT-000534,OT-HMI-05,TARGETS
EVT-000535,IT-WS-23,TARGETS
EVT-000536,IT-WS-22,TARGETS
EVT-000537,IT-SRV-15,TARGETS
EVT-000538,IT-WS-29,TARGETS
EVT-000539,IT-WS-07,TARGETS
EVT-000540,IT-SRV-07,TARGETS
EVT-000541,IT-WS-10,TARGETS
EVT-000542,OT-PLC-03,TARGETS
EVT-000543,IT-WS-14,TARGETS
EVT-000544,OT-PLC-01,TARGETS
EVT-000545,OT-HMI-06,TARGETS
EVT-000546,IT-SRV-15,TARGETS
EVT-000547,IT-SRV-15,TARGETS
EVT-000548,IT-SRV-15,TARGETS
EVT-000549,IT-WS-29,TARGETS
EVT-000550,IT-WS-03,TARGETS
EVT-000551,IT-WS-23,TARGETS
EVT-000552,IT-SRV-09,TARGETS
EVT-000553,IT-WS-18,TARGETS
EVT-000554,IT-WS-27,TARGETS
EVT-000555,OT-HMI-03,TARGETS
EVT-000556,OT-PLC-02,TARGETS
EVT-000557,OT-HMI-04,TARGETS
EVT-000558,IT-SRV-06,TARGETS
EVT-000559,IT-WS-23,TARGETS
EVT-000560,IT-WS-16,TARGETS
EVT-000561,OT-PLC-03,TARGETS
EVT-000562,OT-PLC-04,TARGETS
EVT-000563,IT-WS-24,TARGETS
EVT-000564,IT-WS-21,TARGETS
EVT-000565,IT-SRV-13,TARGETS
EVT-000566,OT-PLC-01,TARGETS
EVT-000567,IT-WS-18,TARGETS
EVT-000568,OT-PLC-02,TARGETS
EVT-000569,IT-WS-28,TARGETS
EVT-000570,IT-SRV-10,TARGETS
EVT-000571,IT-SRV-02,TARGETS
EVT-000572,OT-HMI-07,TARGETS
EVT-000573,OT-PLC-06,TARGETS
EVT-000574,IT-WS-25,TARGETS
EVT-000575,IT-WS-03,TARGETS
EVT-000576,IT-SRV-08,TARGETS
EVT-000577,IT-WS-17,TARGETS
EVT-000578,IT-SRV-13,TARGETS
EVT-000579,IT-SRV-12,TARGETS
EVT-000580,IT-WS-19,TARGETS
EVT-000581,IT-WS-16,TARGETS
EVT-000582,OT-HMI-06,TARGETS
EVT-000583,IT-WS-20,TARGETS
EVT-000584,OT-HMI-04,TARGETS
EVT-000585,IT-SRV-14,TARGETS
EVT-000586,IT-WS-20,TARGETS
EVT-000587,OT-PLC-04,TARGETS
EVT-000588,IT-WS-12,TARGETS
EVT-000589,IT-WS-17,TARGETS
EVT-000590,OT-HMI-02,TARGETS
EVT-000591,OT-HMI-02,TARGETS
EVT-000592,IT-WS-26,TARGETS
EVT-000593,IT-WS-27,TARGETS
EVT-000594,IT-SRV-03,TARGETS
EVT-000595,IT-SRV-13,TARGETS
EVT-000596,IT-SRV-04,TARGETS
EVT-000597,IT-WS-29,TARGETS
EVT-000598,IT-SRV-07,TARGETS
EVT-000599,OT-HMI-07,TARGETS
EVT-000600,IT-WS-15,TARGETS
EVT-000601,IT-SRV-04,TARGETS
EVT-000602,OT-HMI-02,TARGETS
EVT-000603,IT-SRV-11,TARGETS
EVT-000604,IT-WS-06,TARGETS
EVT-000605,IT-WS-06,TARGETS
EVT-000606,IT-WS-15,TARGETS
EVT-000607,OT-PLC-03,TARGETS
EVT-000608,OT-HMI-01,TARGETS
EVT-000609,IT-WS-30,TARGETS
EVT-000610,OT-PLC-08,TARGETS
EVT-000611,IT-WS-08,TARGETS
EVT-000612,IT-SRV-06,TARGETS
EVT-000613,IT-SRV-11,TARGETS
EVT-000614,IT-WS-10,TARGETS
EVT-000615,IT-WS-27,TARGETS
EVT-000616,OT-HMI-01,TARGETS
EVT-000617,OT-HMI-02,TARGETS
EVT-000618,IT-WS-14,TARGETS
EVT-000619,OT-HMI-03,TARGETS
EVT-000620,IT-WS-13,TARGETS
EVT-000621,OT-HMI-07,TARGETS
EVT-000622,IT-WS-09,TARGETS
EVT-000623,OT-PLC-03,TARGETS
EVT-000624,IT-WS-18,TARGETS
EVT-000625,OT-HMI-10,TARGETS
EVT-000626,OT-HMI-06,TARGETS
EVT-000627,OT-PLC-10,TARGETS
EVT-000628,IT-WS-11,TARGETS
EVT-000629,IT-WS-11,TARGETS
EVT-000630,IT-WS-18,TARGETS
EVT-000631,OT-HMI-02,TARGETS
EVT-000632,IT-SRV-01,TARGETS
EVT-000633,IT-WS-18,TARGETS
EVT-000634,OT-HMI-05,TARGETS
EVT-000635,IT-WS-16,TARGETS
EVT-000636,OT-PLC-07,TARGETS
EVT-000637,IT-WS-29,TARGETS
EVT-000638,IT-WS-21,TARGETS
EVT-000639,OT-PLC-10,TARGETS
EVT-000640,IT-WS-28,TARGETS
EVT-000641,IT-SRV-06,TARGETS
EVT-000642,OT-PLC-09,TARGETS
EVT-000643,IT-WS-04,TARGETS
EVT-000644,OT-PLC-10,TARGETS
EVT-000645,OT-HMI-06,TARGETS
EVT-000646,IT-WS-17,TARGETS
EVT-000647,IT-SRV-01,TARGETS
EVT-000648,IT-SRV-06,TARGETS
